name,rate,rating_numerator,dog_stage,comments,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,expanded_urls,text_url,jpg_url,timestamp,rating_denominator,tweet_id
,1.3,13,pupper,Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,15839,39726,chihuahua,0.35,True,dalmatian,0.17,True,toy terrier,0.12,True,"https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,2015-12-24,10,679828447187857408
rocco,1.3,13,,This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni) https://t.co/qFsl1nnXMv,13140,29618,old english sheepdog,0.3,True,lhasa,0.26,True,briard,0.18,True,https://twitter.com/dog_rates/status/760290219849637889/video/1,"""http://twitter.com"" ",https://pbs.twimg.com/ext_tw_video_thumb/760289324994879489/pu/img/3ItvBEoo4aebPfvr.jpg,2016-08-02,10,760290219849637889
my,1.3,13,,This is my dog. Her name is Zoey. She knows I've been rating other dogs. She's not happy. 13/10 no bias at all https://t.co/ep1NkYoiwB,3127,20539,pembroke,0.51,True,cardigan,0.33,True,shetland sheepdog,0.04,True,https://twitter.com/dog_rates/status/765395769549590528/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cp87Y0jXYAQyjuV.jpg,2016-08-16,10,765395769549590528
,1.3,13,pupper,I promise this wasn't meant to be a cuteness overload account but ermergerd look at this cozy pupper. 13/10 https://t.co/mpQl2rJjDh,1108,3149,chihuahua,0.84,True,pomeranian,0.12,True,pekinese,0.01,True,https://twitter.com/dog_rates/status/676617503762681856/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CWPUB9TWwAALPPx.jpg,2015-12-15,10,676617503762681856
rupert,1.3,13,,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10 https://t.co/IEARC2sRzC,3261,11227,toy poodle,0.87,True,miniature poodle,0.06,True,irish terrier,0.04,True,"https://twitter.com/dog_rates/status/767122157629476866/photo/1,https://twitter.com/dog_rates/status/767122157629476866/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CqVdiBJWIAEDZB4.jpg,2016-08-20,10,767122157629476866
titn,1.3,13,,This is Titan. He's trying to make friends. Offering up his favorite stick. 13/10 philanthropic af https://t.co/vhrkz0dK4v,1926,7101,pug,0.41,True,muzzle,0.17,False,kuvasz,0.05,True,https://twitter.com/dog_rates/status/769695466921623552/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cq6B8V6XYAA1T1R.jpg,2016-08-28,10,769695466921623552
,1.3,13,,"The tail alone is 13/10. Great dog, better owner https://t.co/IyAXinfyju",563,1838,chihuahua,0.42,True,west highland white terrier,0.1,True,samoyed,0.09,True,https://twitter.com/dog_rates/status/675372240448454658/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CV9nd30XAAAEba5.jpg,2015-12-11,10,675372240448454658
,1.3,13,doggo,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,79515,131075,labrador retriever,0.83,True,ice bear,0.04,False,whippet,0.02,True,https://twitter.com/dog_rates/status/744234799360020481/video/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,2016-06-18,10,744234799360020481
,1.3,13,,These are some pictures of Teddy that further justify his 13/10 rating. Please enjoy https://t.co/tDkJAnQsbQ,438,1798,toy poodle,0.67,True,teddy,0.19,False,miniature poodle,0.03,True,"https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CZr8LvyXEAABJ9k.jpg,2016-01-27,10,692142790915014657
,1.3,13,,Yea I lied. Here's more. All 13/10 https://t.co/ZQZf2U4xCP,2532,4237,borzoi,0.87,True,saluki,0.12,True,irish wolfhound,0.0,True,"https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CV9SrABU4AQI46z.jpg,2015-12-11,10,675349384339542016
,1.3,13,pupper,"""Hello yes could I get one pupper to go please thank you""
Both 13/10 https://t.co/kYWcXbluUu",4124,7496,samoyed,0.47,True,siberian husky,0.16,True,eskimo dog,0.14,True,https://twitter.com/dog_rates/status/692752401762250755/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/tweet_video_thumb/CZ0mhduWkAICSGe.png,2016-01-28,10,692752401762250755
,1.3,13,,Happy Easter from the squad! 🐇🐶 13/10 for all https://t.co/YMx4KWJUAB,990,2480,pug,0.53,True,bloodhound,0.16,True,german shepherd,0.05,True,https://twitter.com/dog_rates/status/714214115368108032/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cell8ikWIAACCJ-.jpg,2016-03-27,10,714214115368108032
,1.3,13,,"The squad is back for St. Patrick's Day! ☘ 💚
13/10 for all https://t.co/OcCDb2bng5",1257,2613,pug,0.42,True,german shepherd,0.18,True,labrador retriever,0.1,True,https://twitter.com/dog_rates/status/710269109699739648/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cdth_KyWEAEXH3u.jpg,2016-03-17,10,710269109699739648
ber,1.3,13,,Meet Bear. He's a Beneboop Cumberclap. Extremely unamused. 13/10 I'm in love with this picture https://t.co/uC8kUqAz0W,765,2768,shih-tzu,0.22,True,lhasa,0.2,True,norfolk terrier,0.17,True,https://twitter.com/dog_rates/status/708479650088034305/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CdUGcLMWAAI42q0.jpg,2016-03-12,10,708479650088034305
,1.3,13,,Everybody stop what you're doing and watch this video. Frank is stuck in a loop. 13/10 (Vid by @klbmatty) https://t.co/5AJs8TIV1U,2166,4799,malinois,0.79,True,chesapeake bay retriever,0.07,True,siamese cat,0.03,False,https://twitter.com/dog_rates/status/708026248782585858/video/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/ext_tw_video_thumb/708026062568087553/pu/img/rNhylAwIfb6YthGu.jpg,2016-03-10,10,708026248782585858
,1.3,13,pupper,This pupper killed this great white in an epic sea battle. Now wears it as a trophy. Such brave. Much fierce. 13/10 https://t.co/Lu0ECu5tO5,3257,7283,siamese cat,0.2,False,chihuahua,0.1,True,basenji,0.07,True,"https://twitter.com/dog_rates/status/704761120771465216/photo/1,https://twitter.com/dog_rates/status/704761120771465216/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CcfQgHVWoAAxauy.jpg,2016-03-01,10,704761120771465216
,1.3,13,doggo,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,1962,6431,great pyrenees,0.46,True,kuvasz,0.39,True,labrador retriever,0.09,True,"https://twitter.com/dog_rates/status/727644517743104000/photo/1,https://twitter.com/dog_rates/status/727644517743104000/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,2016-05-03,10,727644517743104000
,1.3,13,,"When you're way too slow for the ""down low"" portion of a high five. 13/10 https://t.co/Cofwoy7Vpq",1911,5090,pembroke,0.94,True,cardigan,0.05,True,chihuahua,0.01,True,"https://twitter.com/dog_rates/status/728760639972315136/photo/1,https://twitter.com/dog_rates/status/728760639972315136/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Ch0T71OWMAA4yIw.jpg,2016-05-07,10,728760639972315136
pupcsso,1.3,13,,Meet Pupcasso. You can't afford his art. 13/10 talented af https://t.co/f2VUpy4WO0,2586,6340,german shepherd,0.83,True,doberman,0.02,True,basenji,0.02,True,https://twitter.com/dog_rates/status/729463711119904772/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Ch-TXpFXAAAwPGf.jpg,2016-05-09,10,729463711119904772
stefn,1.3,13,,This is Stefan. He's a downright remarkable pup. 13/10 https://t.co/Ebjt6Y4fMh,1390,4358,kelpie,0.22,True,arabian camel,0.11,False,coyote,0.1,False,https://twitter.com/dog_rates/status/729823566028484608/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CiDap8fWEAAC4iW.jpg,2016-05-10,10,729823566028484608
,1.3,13,,This dog is more successful than I will ever be. 13/10 absolute legend https://t.co/BPoaHySYwA,7102,13745,golden retriever,0.88,True,chow,0.02,True,labrador retriever,0.02,True,"https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CjJ9gQ1WgAAXQtJ.jpg,2016-05-23,10,734787690684657664
,1.3,13,pupper,HAPPY V-DAY FROM YOUR FAV PUPPER SQUAD 13/10 for all https://t.co/7u6VnZ1UFe,1345,2863,chihuahua,0.22,True,toyshop,0.18,False,weimaraner,0.16,True,https://twitter.com/dog_rates/status/699036661657767936/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CbN6IW4UYAAyVDA.jpg,2016-02-15,10,699036661657767936
oliver,1.3,13,,This is Oliver. He does toe touches in his sleep. 13/10 precious af https://t.co/3BrRIWjG35,1113,3701,norfolk terrier,0.25,True,irish terrier,0.24,True,golden retriever,0.09,True,https://twitter.com/dog_rates/status/698989035503689728/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CbNO0DaW0AARcki.jpg,2016-02-14,10,698989035503689728
chdrick,1.3,13,,This is Chadrick. He's gnarly af 13/10 https://t.co/447tyBN0mW,1972,4736,schipperke,0.55,True,groenendael,0.3,True,labrador retriever,0.03,True,https://twitter.com/dog_rates/status/736736130620620800/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CjlpmZaUgAED54W.jpg,2016-05-29,10,736736130620620800
,1.3,13,floofer,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,5048,11302,samoyed,0.4,True,pomeranian,0.33,True,maltese dog,0.05,True,https://twitter.com/dog_rates/status/737445876994609152/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CjvvHBwUoAE55WZ.jpg,2016-05-31,10,737445876994609152
,1.3,13,doggo,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,52360,75163,eskimo dog,0.5,True,siberian husky,0.39,True,malamute,0.08,True,https://twitter.com/dog_rates/status/739238157791694849/video/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,2016-06-04,10,739238157791694849
wytt,1.3,13,,This is Wyatt. His throne is modeled after him. 13/10 Wyatt is a very big deal https://t.co/PccQ1CFEDd,880,3490,samoyed,0.96,True,arctic fox,0.03,False,white wolf,0.0,False,https://twitter.com/dog_rates/status/695794761660297217/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Caf1pQxWIAEme3q.jpg,2016-02-06,10,695794761660297217
,1.3,13,,If you are aware of who is making these please let me know. 13/10 vroom vroom https://t.co/U0D1sbIDrG,854,2060,soft-coated wheaten terrier,0.81,True,lakeland terrier,0.12,True,afghan hound,0.02,True,https://twitter.com/dog_rates/status/695767669421768709/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CafdAWCW0AE3Igl.jpg,2016-02-06,10,695767669421768709
,1.3,13,,Everyone needs to watch this. 13/10 https://t.co/Bb3xnpsWBC,18963,35178,upright,0.3,False,golden retriever,0.18,True,brittany spaniel,0.16,True,https://twitter.com/dog_rates/status/675354435921575936/video/1,"""http://twitter.com"" ",https://pbs.twimg.com/ext_tw_video_thumb/675354114423808004/pu/img/qL1R_nGLqa6lmkOx.jpg,2015-12-11,10,675354435921575936
,1.3,13,,Ok last one of these. I may try to make some myself. Anyway here ya go. 13/10 https://t.co/i9CDd1oEu8,1232,2433,rottweiler,0.59,True,doberman,0.2,True,black-and-tan coonhound,0.08,True,https://twitter.com/dog_rates/status/674999807681908736/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CV4UvgNUkAEEnZd.jpg,2015-12-10,10,674999807681908736
phil,1.3,13,,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,13369,39640,malamute,0.62,True,eskimo dog,0.16,True,tibetan mastiff,0.03,True,"https://twitter.com/dog_rates/status/810284430598270976/photo/1,https://twitter.com/dog_rates/status/810284430598270976/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,2016-12-18,10,810284430598270976
,1.3,13,,RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,3661,0,golden retriever,0.71,True,labrador retriever,0.22,True,kuvasz,0.02,True,"https://twitter.com/dog_rates/status/791672322847637504/photo/1,https://twitter.com/dog_rates/status/791672322847637504/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,2016-11-02,10,793614319594401792
,1.3,13,doggo,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,27728,55683,golden retriever,0.19,True,chesapeake bay retriever,0.16,True,soft-coated wheaten terrier,0.12,True,https://twitter.com/dog_rates/status/795464331001561088/video/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,2016-11-07,10,795464331001561088
disy,1.3,13,,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,4284,12071,golden retriever,0.89,True,labrador retriever,0.07,True,doormat,0.01,False,https://twitter.com/dog_rates/status/796031486298386433/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CwwSaWJWIAASuoY.jpg,2016-11-08,10,796031486298386433
the,1.3,13,,This is the best thing I've ever seen so spread it like wildfire &amp; maybe we'll find the genius who created it. 13/10 https://t.co/q6RsuOVYwU,7931,13679,gordon setter,0.47,True,black-and-tan coonhound,0.27,True,rottweiler,0.15,True,https://twitter.com/dog_rates/status/671561002136281088/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CVHdK-7WwAAsuyc.jpg,2015-12-01,10,671561002136281088
cooper,1.3,13,,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,2954,11548,pekinese,0.52,True,shih-tzu,0.1,True,pomeranian,0.1,True,https://twitter.com/dog_rates/status/798209839306514432/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg,2016-11-14,10,798209839306514432
sobe,1.3,13,doggo,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,2506,9390,border collie,0.44,True,collie,0.29,True,shetland sheepdog,0.2,True,"https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,2016-11-18,10,799757965289017345
tucker,1.3,13,,RT @dog_rates: This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,5488,0,chow,0.32,True,golden retriever,0.24,True,pomeranian,0.16,True,"https://twitter.com/dog_rates/status/775085132600442880/photo/1,https://twitter.com/dog_rates/status/775085132600442880/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,2016-11-19,10,799774291445383169
peches,1.3,13,,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,2980,17092,golden retriever,0.94,True,kuvasz,0.03,True,labrador retriever,0.02,True,"https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,2016-11-20,10,800141422401830912
milo,1.3,13,,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,6961,27386,cocker spaniel,0.74,True,dandie dinmont,0.06,True,english setter,0.04,True,https://twitter.com/dog_rates/status/801167903437357056/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,2016-11-22,10,801167903437357056
,1.3,13,,RT @dog_rates: Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,5247,0,chihuahua,0.72,True,toy terrier,0.11,True,kelpie,0.05,True,"https://twitter.com/dog_rates/status/779056095788752897/photo/1,https://twitter.com/dog_rates/status/779056095788752897/photo/1,https://twitter.com/dog_rates/status/779056095788752897/photo/1,https://twitter.com/dog_rates/status/779056095788752897/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,2016-11-25,10,802247111496568832
,1.3,13,pupper,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX,4828,12270,labrador retriever,0.37,True,golden retriever,0.34,True,great pyrenees,0.07,True,https://twitter.com/dog_rates/status/803638050916102144/video/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/ext_tw_video_thumb/803638023904559104/pu/img/vxm0Htm5iIV7EOAQ.jpg,2016-11-29,10,803638050916102144
,1.3,13,,RT @dog_rates: I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k,8689,0,lakeland terrier,0.53,True,irish terrier,0.2,True,airedale,0.08,True,"https://twitter.com/dog_rates/status/691416866452082688/photo/1,https://twitter.com/dog_rates/status/691416866452082688/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CZhn-QAWwAASQan.jpg,2016-11-29,10,803692223237865472
rusty,1.3,13,,RT @dog_rates: This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,3712,0,chow,0.09,True,binoculars,0.08,False,irish setter,0.08,True,"https://twitter.com/dog_rates/status/784826020293709826/photo/1,https://twitter.com/dog_rates/status/784826020293709826/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,2016-12-01,10,804413760345620481
zeke,1.3,13,,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ,1905,6368,malinois,0.64,True,german shepherd,0.19,True,border terrier,0.11,True,"https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cy3IvdZXgAUoEaj.jpg,2016-12-04,10,805520635690676224
,1.3,13,,"""Good afternoon class today we're going to learn what makes a good boy so good"" 13/10 https://t.co/f1h2Fsalv9",37911,75639,arabian camel,0.37,False,house finch,0.21,False,cocker spaniel,0.05,True,"https://twitter.com/dog_rates/status/806629075125202948/photo/1,https://twitter.com/dog_rates/status/806629075125202948/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CzG425nWgAAnP7P.jpg,2016-12-07,10,806629075125202948
tycho,1.3,13,,This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,6852,23315,pembroke,0.96,True,cardigan,0.02,True,chihuahua,0.01,True,"https://twitter.com/dog_rates/status/843235543001513987/photo/1,https://twitter.com/dog_rates/status/843235543001513987/photo/1,https://twitter.com/dog_rates/status/843235543001513987/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,2017-03-18,10,843235543001513987
milo,1.3,13,,RT @dog_rates: This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,6961,0,cocker spaniel,0.74,True,dandie dinmont,0.06,True,english setter,0.04,True,"https://twitter.com/dog_rates/status/801167903437357056/photo/1,https://twitter.com/dog_rates/status/801167903437357056/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,2016-12-12,10,808134635716833280
ito,1.3,13,,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,3536,11271,rottweiler,0.37,True,miniature pinscher,0.19,True,kelpie,0.16,True,https://twitter.com/dog_rates/status/808838249661788160/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,2016-12-14,10,808838249661788160
clrk,1.3,13,,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,2187,10295,old english sheepdog,0.77,True,bedlington terrier,0.11,True,kerry blue terrier,0.05,True,https://twitter.com/dog_rates/status/793845145112371200/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,2016-11-02,10,793845145112371200
tucker,1.3,13,,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,3812,11780,golden retriever,0.56,True,labrador retriever,0.39,True,cocker spaniel,0.04,True,https://twitter.com/dog_rates/status/793241302385262592/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,2016-11-01,10,793241302385262592
tucker,1.3,13,,This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,5488,17281,chow,0.32,True,golden retriever,0.24,True,pomeranian,0.16,True,https://twitter.com/dog_rates/status/775085132600442880/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,2016-09-11,10,775085132600442880
,1.3,13,,I'm just going to leave this one here as well. 13/10 https://t.co/DaD5SyajWt,4795,9119,kuvasz,0.43,True,samoyed,0.12,True,white wolf,0.09,False,https://twitter.com/dog_rates/status/671729906628341761/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CVJ2yR2UwAAdCzU.jpg,2015-12-01,10,671729906628341761
,1.3,13,,I have found another. 13/10 https://t.co/HwroPYv8pY,1225,2697,giant schnauzer,0.12,True,afghan hound,0.07,True,miniature schnauzer,0.06,True,https://twitter.com/dog_rates/status/674793399141146624/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CV1ZA3oWEAA1HW_.jpg,2015-12-10,10,674793399141146624
,1.3,13,,ER... MER... GERD 13/10 https://t.co/L1puJISV1a,278,1180,labrador retriever,0.8,True,chesapeake bay retriever,0.19,True,rottweiler,0.0,True,https://twitter.com/dog_rates/status/674790488185167872/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CV1WXsmWcAAgQ56.jpg,2015-12-10,10,674790488185167872
,1.3,13,floofer,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,18497,33345,samoyed,0.94,True,pomeranian,0.06,True,keeshond,0.0,True,"https://twitter.com/dog_rates/status/776218204058357768/photo/1,https://twitter.com/dog_rates/status/776218204058357768/photo/1,https://twitter.com/dog_rates/status/776218204058357768/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CsWuVEdWcAAqbe9.jpg,2016-09-15,10,776218204058357768
,1.3,13,pupper,RT @dog_rates: Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,15839,0,chihuahua,0.35,True,dalmatian,0.17,True,toy terrier,0.12,True,"https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,2016-09-16,10,776819012571455488
nl,1.3,13,,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,1271,6515,collie,0.35,True,borzoi,0.31,True,border collie,0.21,True,https://twitter.com/dog_rates/status/778383385161035776/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cs1fjyqWIAE2jop.jpg,2016-09-21,10,778383385161035776
louis,1.3,13,,This is Louis. He thinks he's flying. 13/10 this is a legendary pup https://t.co/6d9WziPXmx,2275,6676,chow,0.53,True,pomeranian,0.28,True,toy poodle,0.07,True,"https://twitter.com/dog_rates/status/674468880899788800/photo/1,https://twitter.com/dog_rates/status/674468880899788800/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CVwx3dQXAAA0ksL.jpg,2015-12-09,10,674468880899788800
,1.3,13,,Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,5247,16500,chihuahua,0.72,True,toy terrier,0.11,True,kelpie,0.05,True,"https://twitter.com/dog_rates/status/779056095788752897/photo/1,https://twitter.com/dog_rates/status/779056095788752897/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,2016-09-22,10,779056095788752897
shnuggles,1.3,13,,This is Shnuggles. I would kill for Shnuggles. 13/10 https://t.co/GwvpQiQ7oQ,521,1460,samoyed,0.99,True,arctic fox,0.0,False,chow,0.0,True,https://twitter.com/dog_rates/status/673680198160809984/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CVlkid8WoAAqDlB.jpg,2015-12-07,10,673680198160809984
godi,1.3,13,,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,6441,18908,norwegian elkhound,0.88,True,cairn,0.09,True,keeshond,0.01,True,"https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,2016-10-04,10,783391753726550016
